"time_steps","fancy-sweep-9 - _step","fancy-sweep-9 - _step__MIN","fancy-sweep-9 - _step__MAX","fancy-sweep-9 - agent_avg_eval_r_mean","fancy-sweep-9 - agent_avg_eval_r_mean__MIN","fancy-sweep-9 - agent_avg_eval_r_mean__MAX","fragrant-sweep-8 - _step","fragrant-sweep-8 - _step__MIN","fragrant-sweep-8 - _step__MAX","fragrant-sweep-8 - agent_avg_eval_r_mean","fragrant-sweep-8 - agent_avg_eval_r_mean__MIN","fragrant-sweep-8 - agent_avg_eval_r_mean__MAX","deft-sweep-7 - _step","deft-sweep-7 - _step__MIN","deft-sweep-7 - _step__MAX","deft-sweep-7 - agent_avg_eval_r_mean","deft-sweep-7 - agent_avg_eval_r_mean__MIN","deft-sweep-7 - agent_avg_eval_r_mean__MAX","treasured-sweep-6 - _step","treasured-sweep-6 - _step__MIN","treasured-sweep-6 - _step__MAX","treasured-sweep-6 - agent_avg_eval_r_mean","treasured-sweep-6 - agent_avg_eval_r_mean__MIN","treasured-sweep-6 - agent_avg_eval_r_mean__MAX","pleasant-sweep-5 - _step","pleasant-sweep-5 - _step__MIN","pleasant-sweep-5 - _step__MAX","pleasant-sweep-5 - agent_avg_eval_r_mean","pleasant-sweep-5 - agent_avg_eval_r_mean__MIN","pleasant-sweep-5 - agent_avg_eval_r_mean__MAX","scarlet-sweep-4 - _step","scarlet-sweep-4 - _step__MIN","scarlet-sweep-4 - _step__MAX","scarlet-sweep-4 - agent_avg_eval_r_mean","scarlet-sweep-4 - agent_avg_eval_r_mean__MIN","scarlet-sweep-4 - agent_avg_eval_r_mean__MAX","serene-sweep-2 - _step","serene-sweep-2 - _step__MIN","serene-sweep-2 - _step__MAX","serene-sweep-2 - agent_avg_eval_r_mean","serene-sweep-2 - agent_avg_eval_r_mean__MIN","serene-sweep-2 - agent_avg_eval_r_mean__MAX","zesty-sweep-3 - _step","zesty-sweep-3 - _step__MIN","zesty-sweep-3 - _step__MAX","zesty-sweep-3 - agent_avg_eval_r_mean","zesty-sweep-3 - agent_avg_eval_r_mean__MIN","zesty-sweep-3 - agent_avg_eval_r_mean__MAX","gentle-sweep-1 - _step","gentle-sweep-1 - _step__MIN","gentle-sweep-1 - _step__MAX","gentle-sweep-1 - agent_avg_eval_r_mean","gentle-sweep-1 - agent_avg_eval_r_mean__MIN","gentle-sweep-1 - agent_avg_eval_r_mean__MAX","helpful-sweep-3 - _step","helpful-sweep-3 - _step__MIN","helpful-sweep-3 - _step__MAX","helpful-sweep-3 - agent_avg_eval_r_mean","helpful-sweep-3 - agent_avg_eval_r_mean__MIN","helpful-sweep-3 - agent_avg_eval_r_mean__MAX"
"368900","217","217","217","52.84617062279542","52.84617062279542","52.84617062279542","217","217","217","53.66280464726021","53.66280464726021","53.66280464726021","217","217","217","56.00660972877712","56.00660972877712","56.00660972877712","217","217","217","55.67672284919317","55.67672284919317","55.67672284919317","217","217","217","54.882764298402506","54.882764298402506","54.882764298402506","217","217","217","53.54897596119551","53.54897596119551","53.54897596119551","217","217","217","57.62288521021101","57.62288521021101","57.62288521021101","217","217","217","56.72913057654153","56.72913057654153","56.72913057654153","217","217","217","53.11698272165772","53.11698272165772","53.11698272165772","217","217","217","56.30542936947062","56.30542936947062","56.30542936947062"
"370600","218","218","218","52.58094509522889","52.58094509522889","52.58094509522889","218","218","218","53.86176305910602","53.86176305910602","53.86176305910602","218","218","218","55.72470049730828","55.72470049730828","55.72470049730828","218","218","218","55.36605095990951","55.36605095990951","55.36605095990951","218","218","218","55.33240216511426","55.33240216511426","55.33240216511426","218","218","218","53.539262076002416","53.539262076002416","53.539262076002416","218","218","218","57.88189836841365","57.88189836841365","57.88189836841365","218","218","218","56.819834104623396","56.819834104623396","56.819834104623396","218","218","218","53.83310812518442","53.83310812518442","53.83310812518442","218","218","218","55.893938918266706","55.893938918266706","55.893938918266706"
"372300","219","219","219","52.79083513214826","52.79083513214826","52.79083513214826","219","219","219","54.04974794507758","54.04974794507758","54.04974794507758","219","219","219","55.58649711942073","55.58649711942073","55.58649711942073","219","219","219","55.490961684465475","55.490961684465475","55.490961684465475","219","219","219","55.408100390834655","55.408100390834655","55.408100390834655","219","219","219","53.53471371886208","53.53471371886208","53.53471371886208","219","219","219","57.733551872864965","57.733551872864965","57.733551872864965","219","219","219","56.19041314361712","56.19041314361712","56.19041314361712","219","219","219","54.094729784306125","54.094729784306125","54.094729784306125","219","219","219","56.34634573948537","56.34634573948537","56.34634573948537"
"374000","","","","","","","220","220","220","54.102539897372395","54.102539897372395","54.102539897372395","220","220","220","55.87916260478928","55.87916260478928","55.87916260478928","220","220","220","55.07037433632663","55.07037433632663","55.07037433632663","220","220","220","54.910631205965565","54.910631205965565","54.910631205965565","220","220","220","54.00612054901283","54.00612054901283","54.00612054901283","220","220","220","57.82774144210405","57.82774144210405","57.82774144210405","220","220","220","56.23906436253184","56.23906436253184","56.23906436253184","220","220","220","53.73619687730535","53.73619687730535","53.73619687730535","220","220","220","56.460774530783844","56.460774530783844","56.460774530783844"
"375700","","","","","","","221","221","221","54.25629129060075","54.25629129060075","54.25629129060075","221","221","221","55.92388475765902","55.92388475765902","55.92388475765902","221","221","221","55.009022580120536","55.009022580120536","55.009022580120536","221","221","221","55.22552072470292","55.22552072470292","55.22552072470292","221","221","221","54.03608624644107","54.03608624644107","54.03608624644107","221","221","221","58.438548362695364","58.438548362695364","58.438548362695364","221","221","221","56.442467802095905","56.442467802095905","56.442467802095905","221","221","221","53.929227394484016","53.929227394484016","53.929227394484016","221","221","221","56.89991184846859","56.89991184846859","56.89991184846859"
"377400","","","","","","","222","222","222","54.31138907922576","54.31138907922576","54.31138907922576","222","222","222","56.38668461247069","56.38668461247069","56.38668461247069","222","222","222","54.93186317473247","54.93186317473247","54.93186317473247","222","222","222","55.327903945826954","55.327903945826954","55.327903945826954","222","222","222","53.673805966848484","53.673805966848484","53.673805966848484","222","222","222","58.90619770502888","58.90619770502888","58.90619770502888","222","222","222","56.54537197654085","56.54537197654085","56.54537197654085","222","222","222","53.91579313907717","53.91579313907717","53.91579313907717","222","222","222","56.80856344017407","56.80856344017407","56.80856344017407"
"379100","","","","","","","","","","","","","223","223","223","56.574383798515235","56.574383798515235","56.574383798515235","223","223","223","54.71922578931515","54.71922578931515","54.71922578931515","223","223","223","55.13448574388814","55.13448574388814","55.13448574388814","223","223","223","53.44847127159847","53.44847127159847","53.44847127159847","223","223","223","58.458798033233144","58.458798033233144","58.458798033233144","223","223","223","56.439605494596414","56.439605494596414","56.439605494596414","223","223","223","53.85854637259409","53.85854637259409","53.85854637259409","223","223","223","56.79307908769656","56.79307908769656","56.79307908769656"
"380800","","","","","","","","","","","","","224","224","224","57.01129745455873","57.01129745455873","57.01129745455873","224","224","224","55.00902677643207","55.00902677643207","55.00902677643207","224","224","224","55.081570484838515","55.081570484838515","55.081570484838515","224","224","224","53.38441527309064","53.38441527309064","53.38441527309064","224","224","224","58.41754355152687","58.41754355152687","58.41754355152687","224","224","224","57.080231859631795","57.080231859631795","57.080231859631795","224","224","224","54.473419045793406","54.473419045793406","54.473419045793406","224","224","224","57.32949428800458","57.32949428800458","57.32949428800458"
"382500","","","","","","","","","","","","","225","225","225","57.001191391350915","57.001191391350915","57.001191391350915","225","225","225","54.505027600203384","54.505027600203384","54.505027600203384","225","225","225","55.01897693785335","55.01897693785335","55.01897693785335","225","225","225","53.176789473871594","53.176789473871594","53.176789473871594","225","225","225","58.5772014822878","58.5772014822878","58.5772014822878","225","225","225","57.56042265962255","57.56042265962255","57.56042265962255","225","225","225","54.74263512992859","54.74263512992859","54.74263512992859","225","225","225","57.49700672841001","57.49700672841001","57.49700672841001"
"384200","","","","","","","","","","","","","226","226","226","57.40004423281481","57.40004423281481","57.40004423281481","226","226","226","53.90052071434681","53.90052071434681","53.90052071434681","226","226","226","55.37277637769761","55.37277637769761","55.37277637769761","226","226","226","53.169478585024905","53.169478585024905","53.169478585024905","226","226","226","58.602981350370136","58.602981350370136","58.602981350370136","226","226","226","57.83455252816371","57.83455252816371","57.83455252816371","226","226","226","54.85430220695038","54.85430220695038","54.85430220695038","226","226","226","57.68147327604567","57.68147327604567","57.68147327604567"
"385900","","","","","","","","","","","","","227","227","227","57.331335530583935","57.331335530583935","57.331335530583935","227","227","227","53.48506626129325","53.48506626129325","53.48506626129325","227","227","227","55.39180854622091","55.39180854622091","55.39180854622091","227","227","227","53.44201952862795","53.44201952862795","53.44201952862795","227","227","227","58.54986750818485","58.54986750818485","58.54986750818485","227","227","227","57.600507451074776","57.600507451074776","57.600507451074776","227","227","227","54.81093121105258","54.81093121105258","54.81093121105258","227","227","227","57.54641241734398","57.54641241734398","57.54641241734398"
"387600","","","","","","","","","","","","","228","228","228","57.41857978458071","57.41857978458071","57.41857978458071","228","228","228","53.16759495316508","53.16759495316508","53.16759495316508","228","228","228","55.44668014005886","55.44668014005886","55.44668014005886","228","228","228","53.335799744439676","53.335799744439676","53.335799744439676","228","228","228","58.52050189972127","58.52050189972127","58.52050189972127","228","228","228","57.81406933698076","57.81406933698076","57.81406933698076","228","228","228","55.26965389502231","55.26965389502231","55.26965389502231","228","228","228","58.03557579700484","58.03557579700484","58.03557579700484"
"389300","","","","","","","","","","","","","229","229","229","57.33254766910297","57.33254766910297","57.33254766910297","229","229","229","53.01668512589169","53.01668512589169","53.01668512589169","229","229","229","55.46954540660948","55.46954540660948","55.46954540660948","229","229","229","54.65400161179946","54.65400161179946","54.65400161179946","229","229","229","58.40590694374451","58.40590694374451","58.40590694374451","229","229","229","58.211250707061154","58.211250707061154","58.211250707061154","229","229","229","55.82560560747047","55.82560560747047","55.82560560747047","229","229","229","58.102099164050834","58.102099164050834","58.102099164050834"
"391000","","","","","","","","","","","","","230","230","230","57.914545454727815","57.914545454727815","57.914545454727815","230","230","230","52.098725755763326","52.098725755763326","52.098725755763326","230","230","230","55.24214514818583","55.24214514818583","55.24214514818583","230","230","230","54.90677246656307","54.90677246656307","54.90677246656307","230","230","230","58.53415347056337","58.53415347056337","58.53415347056337","230","230","230","57.96945399899895","57.96945399899895","57.96945399899895","230","230","230","55.62750375313728","55.62750375313728","55.62750375313728","230","230","230","58.62156737272102","58.62156737272102","58.62156737272102"
"392700","","","","","","","","","","","","","","","","","","","231","231","231","52.45132050105586","52.45132050105586","52.45132050105586","231","231","231","55.99215885586647","55.99215885586647","55.99215885586647","231","231","231","54.994588127118966","54.994588127118966","54.994588127118966","231","231","231","58.187398688885445","58.187398688885445","58.187398688885445","231","231","231","58.03515964658468","58.03515964658468","58.03515964658468","231","231","231","55.55723295616713","55.55723295616713","55.55723295616713","231","231","231","58.63425631124684","58.63425631124684","58.63425631124684"
"394400","","","","","","","","","","","","","","","","","","","232","232","232","52.07004510755824","52.07004510755824","52.07004510755824","232","232","232","55.8653368668616","55.8653368668616","55.8653368668616","232","232","232","54.62614687259089","54.62614687259089","54.62614687259089","232","232","232","58.330734073459006","58.330734073459006","58.330734073459006","232","232","232","57.51900244030708","57.51900244030708","57.51900244030708","232","232","232","56.399489214387124","56.399489214387124","56.399489214387124","232","232","232","58.50887873046288","58.50887873046288","58.50887873046288"
"396100","","","","","","","","","","","","","","","","","","","233","233","233","52.55889613680297","52.55889613680297","52.55889613680297","233","233","233","55.970121888073464","55.970121888073464","55.970121888073464","233","233","233","54.58271973045496","54.58271973045496","54.58271973045496","233","233","233","58.20601926008001","58.20601926008001","58.20601926008001","233","233","233","57.36435062008868","57.36435062008868","57.36435062008868","233","233","233","57.36704991455892","57.36704991455892","57.36704991455892","233","233","233","58.582591536866694","58.582591536866694","58.582591536866694"
"397800","","","","","","","","","","","","","","","","","","","234","234","234","52.84119005424028","52.84119005424028","52.84119005424028","234","234","234","55.934136630287995","55.934136630287995","55.934136630287995","234","234","234","54.46261283784108","54.46261283784108","54.46261283784108","234","234","234","58.63112369203369","58.63112369203369","58.63112369203369","234","234","234","57.05612769348051","57.05612769348051","57.05612769348051","234","234","234","57.365004340364415","57.365004340364415","57.365004340364415","234","234","234","58.628169960233755","58.628169960233755","58.628169960233755"
