"time_steps","peach-sweep-10 - _step","peach-sweep-10 - _step__MIN","peach-sweep-10 - _step__MAX","peach-sweep-10 - collision_end_mean","peach-sweep-10 - collision_end_mean__MIN","peach-sweep-10 - collision_end_mean__MAX","exalted-sweep-9 - _step","exalted-sweep-9 - _step__MIN","exalted-sweep-9 - _step__MAX","exalted-sweep-9 - collision_end_mean","exalted-sweep-9 - collision_end_mean__MIN","exalted-sweep-9 - collision_end_mean__MAX","balmy-sweep-8 - _step","balmy-sweep-8 - _step__MIN","balmy-sweep-8 - _step__MAX","balmy-sweep-8 - collision_end_mean","balmy-sweep-8 - collision_end_mean__MIN","balmy-sweep-8 - collision_end_mean__MAX","still-sweep-7 - _step","still-sweep-7 - _step__MIN","still-sweep-7 - _step__MAX","still-sweep-7 - collision_end_mean","still-sweep-7 - collision_end_mean__MIN","still-sweep-7 - collision_end_mean__MAX","graceful-sweep-6 - _step","graceful-sweep-6 - _step__MIN","graceful-sweep-6 - _step__MAX","graceful-sweep-6 - collision_end_mean","graceful-sweep-6 - collision_end_mean__MIN","graceful-sweep-6 - collision_end_mean__MAX","lively-sweep-5 - _step","lively-sweep-5 - _step__MIN","lively-sweep-5 - _step__MAX","lively-sweep-5 - collision_end_mean","lively-sweep-5 - collision_end_mean__MIN","lively-sweep-5 - collision_end_mean__MAX","astral-sweep-4 - _step","astral-sweep-4 - _step__MIN","astral-sweep-4 - _step__MAX","astral-sweep-4 - collision_end_mean","astral-sweep-4 - collision_end_mean__MIN","astral-sweep-4 - collision_end_mean__MAX","light-sweep-3 - _step","light-sweep-3 - _step__MIN","light-sweep-3 - _step__MAX","light-sweep-3 - collision_end_mean","light-sweep-3 - collision_end_mean__MIN","light-sweep-3 - collision_end_mean__MAX","eternal-sweep-2 - _step","eternal-sweep-2 - _step__MIN","eternal-sweep-2 - _step__MAX","eternal-sweep-2 - collision_end_mean","eternal-sweep-2 - collision_end_mean__MIN","eternal-sweep-2 - collision_end_mean__MAX","hardy-sweep-1 - _step","hardy-sweep-1 - _step__MIN","hardy-sweep-1 - _step__MAX","hardy-sweep-1 - collision_end_mean","hardy-sweep-1 - collision_end_mean__MIN","hardy-sweep-1 - collision_end_mean__MAX"
"346000","17300","17300","17300","0.44","0.44","0.44","17300","17300","17300","0.28","0.28","0.28","17300","17300","17300","0.44","0.44","0.44","17300","17300","17300","0.44","0.44","0.44","17300","17300","17300","0.28","0.28","0.28","17300","17300","17300","0.44","0.44","0.44","17300","17300","17300","0.32","0.32","0.32","17300","17300","17300","0.16","0.16","0.16","17300","17300","17300","0.32","0.32","0.32","17300","17300","17300","0.36","0.36","0.36"
"346500","17325","17325","17325","0.28","0.28","0.28","17325","17325","17325","0.2","0.2","0.2","17325","17325","17325","0.32","0.32","0.32","17325","17325","17325","0.4","0.4","0.4","17325","17325","17325","0.24","0.24","0.24","17325","17325","17325","0.32","0.32","0.32","17325","17325","17325","0.36","0.36","0.36","17325","17325","17325","0.28","0.28","0.28","17325","17325","17325","0.28","0.28","0.28","17325","17325","17325","0.32","0.32","0.32"
"347000","17350","17350","17350","0.2","0.2","0.2","17350","17350","17350","0.28","0.28","0.28","17350","17350","17350","0.24","0.24","0.24","17350","17350","17350","0.28","0.28","0.28","17350","17350","17350","0.32","0.32","0.32","17350","17350","17350","0.4","0.4","0.4","17350","17350","17350","0.36","0.36","0.36","17350","17350","17350","0.24","0.24","0.24","17350","17350","17350","0.2","0.2","0.2","17350","17350","17350","0.28","0.28","0.28"
"347500","17375","17375","17375","0.32","0.32","0.32","17375","17375","17375","0.4","0.4","0.4","17375","17375","17375","0.24","0.24","0.24","17375","17375","17375","0.28","0.28","0.28","17375","17375","17375","0.4","0.4","0.4","17375","17375","17375","0.52","0.52","0.52","17375","17375","17375","0.28","0.28","0.28","17375","17375","17375","0.2","0.2","0.2","17375","17375","17375","0.24","0.24","0.24","17375","17375","17375","0.32","0.32","0.32"
"348000","17400","17400","17400","0.48","0.48","0.48","17400","17400","17400","0.36","0.36","0.36","17400","17400","17400","0.24","0.24","0.24","17400","17400","17400","0.28","0.28","0.28","17400","17400","17400","0.44","0.44","0.44","17400","17400","17400","0.44","0.44","0.44","17400","17400","17400","0.24","0.24","0.24","17400","17400","17400","0.28","0.28","0.28","17400","17400","17400","0.28","0.28","0.28","17400","17400","17400","0.32","0.32","0.32"
"348500","17425","17425","17425","0.44","0.44","0.44","17425","17425","17425","0.4","0.4","0.4","17425","17425","17425","0.36","0.36","0.36","17425","17425","17425","0.28","0.28","0.28","17425","17425","17425","0.32","0.32","0.32","17425","17425","17425","0.4","0.4","0.4","17425","17425","17425","0.24","0.24","0.24","17425","17425","17425","0.36","0.36","0.36","17425","17425","17425","0.32","0.32","0.32","17425","17425","17425","0.32","0.32","0.32"
"349000","17450","17450","17450","0.36","0.36","0.36","17450","17450","17450","0.4","0.4","0.4","17450","17450","17450","0.48","0.48","0.48","17450","17450","17450","0.28","0.28","0.28","17450","17450","17450","0.24","0.24","0.24","17450","17450","17450","0.36","0.36","0.36","17450","17450","17450","0.36","0.36","0.36","17450","17450","17450","0.28","0.28","0.28","17450","17450","17450","0.32","0.32","0.32","17450","17450","17450","0.36","0.36","0.36"
"349500","17475","17475","17475","0.4","0.4","0.4","17475","17475","17475","0.4","0.4","0.4","17475","17475","17475","0.36","0.36","0.36","17475","17475","17475","0.32","0.32","0.32","17475","17475","17475","0.24","0.24","0.24","17475","17475","17475","0.4","0.4","0.4","17475","17475","17475","0.4","0.4","0.4","17475","17475","17475","0.28","0.28","0.28","17475","17475","17475","0.32","0.32","0.32","17475","17475","17475","0.36","0.36","0.36"
"350000","17500","17500","17500","0.32","0.32","0.32","17500","17500","17500","0.4","0.4","0.4","17500","17500","17500","0.32","0.32","0.32","17500","17500","17500","0.4","0.4","0.4","17500","17500","17500","0.44","0.44","0.44","17500","17500","17500","0.32","0.32","0.32","17500","17500","17500","0.32","0.32","0.32","17500","17500","17500","0.28","0.28","0.28","17500","17500","17500","0.28","0.28","0.28","17500","17500","17500","0.24","0.24","0.24"
"350500","17525","17525","17525","0.44","0.44","0.44","17525","17525","17525","0.28","0.28","0.28","17525","17525","17525","0.52","0.52","0.52","17525","17525","17525","0.36","0.36","0.36","17525","17525","17525","0.56","0.56","0.56","17525","17525","17525","0.4","0.4","0.4","17525","17525","17525","0.24","0.24","0.24","17525","17525","17525","0.28","0.28","0.28","17525","17525","17525","0.24","0.24","0.24","17525","17525","17525","0.32","0.32","0.32"
"351000","17550","17550","17550","0.44","0.44","0.44","17550","17550","17550","0.32","0.32","0.32","17550","17550","17550","0.48","0.48","0.48","17550","17550","17550","0.4","0.4","0.4","17550","17550","17550","0.44","0.44","0.44","17550","17550","17550","0.44","0.44","0.44","17550","17550","17550","0.32","0.32","0.32","17550","17550","17550","0.28","0.28","0.28","17550","17550","17550","0.44","0.44","0.44","17550","17550","17550","0.28","0.28","0.28"
"351500","17575","17575","17575","0.32","0.32","0.32","17575","17575","17575","0.32","0.32","0.32","17575","17575","17575","0.48","0.48","0.48","17575","17575","17575","0.4","0.4","0.4","17575","17575","17575","0.44","0.44","0.44","17575","17575","17575","0.4","0.4","0.4","17575","17575","17575","0.32","0.32","0.32","17575","17575","17575","0.28","0.28","0.28","17575","17575","17575","0.44","0.44","0.44","17575","17575","17575","0.28","0.28","0.28"
"352000","17600","17600","17600","0.32","0.32","0.32","17600","17600","17600","0.32","0.32","0.32","17600","17600","17600","0.24","0.24","0.24","17600","17600","17600","0.28","0.28","0.28","17600","17600","17600","0.44","0.44","0.44","17600","17600","17600","0.4","0.4","0.4","17600","17600","17600","0.32","0.32","0.32","17600","17600","17600","0.32","0.32","0.32","17600","17600","17600","0.24","0.24","0.24","17600","17600","17600","0.32","0.32","0.32"
"352500","17625","17625","17625","0.36","0.36","0.36","17625","17625","17625","0.28","0.28","0.28","17625","17625","17625","0.24","0.24","0.24","17625","17625","17625","0.36","0.36","0.36","17625","17625","17625","0.28","0.28","0.28","17625","17625","17625","0.44","0.44","0.44","17625","17625","17625","0.28","0.28","0.28","17625","17625","17625","0.4","0.4","0.4","17625","17625","17625","0.2","0.2","0.2","17625","17625","17625","0.24","0.24","0.24"
"353000","17650","17650","17650","0.36","0.36","0.36","17650","17650","17650","0.28","0.28","0.28","17650","17650","17650","0.28","0.28","0.28","17650","17650","17650","0.36","0.36","0.36","17650","17650","17650","0.24","0.24","0.24","17650","17650","17650","0.4","0.4","0.4","17650","17650","17650","0.28","0.28","0.28","17650","17650","17650","0.4","0.4","0.4","17650","17650","17650","0.28","0.28","0.28","17650","17650","17650","0.28","0.28","0.28"
"353500","17675","17675","17675","0.4","0.4","0.4","17675","17675","17675","0.28","0.28","0.28","17675","17675","17675","0.48","0.48","0.48","17675","17675","17675","0.36","0.36","0.36","17675","17675","17675","0.36","0.36","0.36","17675","17675","17675","0.36","0.36","0.36","17675","17675","17675","0.24","0.24","0.24","17675","17675","17675","0.44","0.44","0.44","17675","17675","17675","0.44","0.44","0.44","17675","17675","17675","0.28","0.28","0.28"
"354000","17700","17700","17700","0.28","0.28","0.28","17700","17700","17700","0.32","0.32","0.32","17700","17700","17700","0.48","0.48","0.48","17700","17700","17700","0.36","0.36","0.36","17700","17700","17700","0.4","0.4","0.4","17700","17700","17700","0.32","0.32","0.32","17700","17700","17700","0.2","0.2","0.2","17700","17700","17700","0.36","0.36","0.36","17700","17700","17700","0.48","0.48","0.48","17700","17700","17700","0.24","0.24","0.24"
"354500","17725","17725","17725","0.24","0.24","0.24","17725","17725","17725","0.36","0.36","0.36","17725","17725","17725","0.4","0.4","0.4","17725","17725","17725","0.4","0.4","0.4","17725","17725","17725","0.28","0.28","0.28","17725","17725","17725","0.32","0.32","0.32","17725","17725","17725","0.12","0.12","0.12","17725","17725","17725","0.32","0.32","0.32","17725","17725","17725","0.32","0.32","0.32","17725","17725","17725","0.32","0.32","0.32"
"355000","17750","17750","17750","0.28","0.28","0.28","17750","17750","17750","0.36","0.36","0.36","17750","17750","17750","0.48","0.48","0.48","17750","17750","17750","0.24","0.24","0.24","17750","17750","17750","0.28","0.28","0.28","17750","17750","17750","0.36","0.36","0.36","17750","17750","17750","0.24","0.24","0.24","17750","17750","17750","0.24","0.24","0.24","17750","17750","17750","0.4","0.4","0.4","17750","17750","17750","0.36","0.36","0.36"
"355500","17775","17775","17775","0.28","0.28","0.28","17775","17775","17775","0.44","0.44","0.44","17775","17775","17775","0.4","0.4","0.4","17775","17775","17775","0.28","0.28","0.28","17775","17775","17775","0.28","0.28","0.28","17775","17775","17775","0.32","0.32","0.32","17775","17775","17775","0.28","0.28","0.28","17775","17775","17775","0.24","0.24","0.24","17775","17775","17775","0.4","0.4","0.4","17775","17775","17775","0.32","0.32","0.32"
"356000","17800","17800","17800","0.2","0.2","0.2","17800","17800","17800","0.32","0.32","0.32","17800","17800","17800","0.32","0.32","0.32","17800","17800","17800","0.24","0.24","0.24","17800","17800","17800","0.32","0.32","0.32","17800","17800","17800","0.28","0.28","0.28","17800","17800","17800","0.28","0.28","0.28","17800","17800","17800","0.16","0.16","0.16","17800","17800","17800","0.36","0.36","0.36","17800","17800","17800","0.24","0.24","0.24"
"356500","17825","17825","17825","0.24","0.24","0.24","17825","17825","17825","0.28","0.28","0.28","17825","17825","17825","0.28","0.28","0.28","17825","17825","17825","0.36","0.36","0.36","17825","17825","17825","0.36","0.36","0.36","17825","17825","17825","0.36","0.36","0.36","17825","17825","17825","0.16","0.16","0.16","17825","17825","17825","0.28","0.28","0.28","17825","17825","17825","0.32","0.32","0.32","17825","17825","17825","0.36","0.36","0.36"
"357000","17850","17850","17850","0.32","0.32","0.32","17850","17850","17850","0.36","0.36","0.36","17850","17850","17850","0.44","0.44","0.44","17850","17850","17850","0.4","0.4","0.4","17850","17850","17850","0.48","0.48","0.48","17850","17850","17850","0.24","0.24","0.24","17850","17850","17850","0.16","0.16","0.16","17850","17850","17850","0.12","0.12","0.12","17850","17850","17850","0.24","0.24","0.24","17850","17850","17850","0.36","0.36","0.36"
"357500","17875","17875","17875","0.32","0.32","0.32","17875","17875","17875","0.32","0.32","0.32","17875","17875","17875","0.4","0.4","0.4","17875","17875","17875","0.44","0.44","0.44","17875","17875","17875","0.52","0.52","0.52","17875","17875","17875","0.2","0.2","0.2","17875","17875","17875","0.12","0.12","0.12","17875","17875","17875","0.12","0.12","0.12","17875","17875","17875","0.28","0.28","0.28","17875","17875","17875","0.48","0.48","0.48"
"358000","17900","17900","17900","0.2","0.2","0.2","17900","17900","17900","0.24","0.24","0.24","17900","17900","17900","0.32","0.32","0.32","17900","17900","17900","0.36","0.36","0.36","17900","17900","17900","0.44","0.44","0.44","17900","17900","17900","0.36","0.36","0.36","17900","17900","17900","0.32","0.32","0.32","17900","17900","17900","0.08","0.08","0.08","17900","17900","17900","0.24","0.24","0.24","17900","17900","17900","0.48","0.48","0.48"
"358500","17925","17925","17925","0.4","0.4","0.4","17925","17925","17925","0.24","0.24","0.24","17925","17925","17925","0.2","0.2","0.2","17925","17925","17925","0.48","0.48","0.48","17925","17925","17925","0.36","0.36","0.36","17925","17925","17925","0.32","0.32","0.32","17925","17925","17925","0.32","0.32","0.32","17925","17925","17925","0.16","0.16","0.16","17925","17925","17925","0.28","0.28","0.28","17925","17925","17925","0.36","0.36","0.36"
"359000","17950","17950","17950","0.56","0.56","0.56","17950","17950","17950","0.4","0.4","0.4","17950","17950","17950","0.24","0.24","0.24","17950","17950","17950","0.48","0.48","0.48","17950","17950","17950","0.44","0.44","0.44","17950","17950","17950","0.32","0.32","0.32","17950","17950","17950","0.36","0.36","0.36","17950","17950","17950","0.36","0.36","0.36","17950","17950","17950","0.28","0.28","0.28","17950","17950","17950","0.36","0.36","0.36"
"359500","17975","17975","17975","0.36","0.36","0.36","17975","17975","17975","0.4","0.4","0.4","17975","17975","17975","0.4","0.4","0.4","17975","17975","17975","0.4","0.4","0.4","17975","17975","17975","0.4","0.4","0.4","17975","17975","17975","0.36","0.36","0.36","17975","17975","17975","0.36","0.36","0.36","17975","17975","17975","0.36","0.36","0.36","17975","17975","17975","0.2","0.2","0.2","17975","17975","17975","0.4","0.4","0.4"
"360500","18025","18025","18025","0.4","0.4","0.4","18025","18025","18025","0.4","0.4","0.4","18025","18025","18025","0.32","0.32","0.32","18025","18025","18025","0.32","0.32","0.32","18025","18025","18025","0.2","0.2","0.2","18025","18025","18025","0.4","0.4","0.4","18025","18025","18025","0.24","0.24","0.24","18025","18025","18025","0.4","0.4","0.4","18025","18025","18025","0.32","0.32","0.32","18025","18025","18025","0.44","0.44","0.44"
"361000","18050","18050","18050","0.32","0.32","0.32","18050","18050","18050","0.36","0.36","0.36","18050","18050","18050","0.36","0.36","0.36","18050","18050","18050","0.36","0.36","0.36","18050","18050","18050","0.28","0.28","0.28","18050","18050","18050","0.4","0.4","0.4","18050","18050","18050","0.32","0.32","0.32","18050","18050","18050","0.32","0.32","0.32","18050","18050","18050","0.28","0.28","0.28","18050","18050","18050","0.4","0.4","0.4"
"361500","18075","18075","18075","0.32","0.32","0.32","18075","18075","18075","0.24","0.24","0.24","18075","18075","18075","0.32","0.32","0.32","18075","18075","18075","0.4","0.4","0.4","18075","18075","18075","0.36","0.36","0.36","18075","18075","18075","0.44","0.44","0.44","18075","18075","18075","0.28","0.28","0.28","18075","18075","18075","0.32","0.32","0.32","18075","18075","18075","0.36","0.36","0.36","18075","18075","18075","0.4","0.4","0.4"
"362000","18100","18100","18100","0.4","0.4","0.4","18100","18100","18100","0.28","0.28","0.28","18100","18100","18100","0.4","0.4","0.4","18100","18100","18100","0.28","0.28","0.28","18100","18100","18100","0.24","0.24","0.24","18100","18100","18100","0.36","0.36","0.36","18100","18100","18100","0.44","0.44","0.44","18100","18100","18100","0.36","0.36","0.36","18100","18100","18100","0.36","0.36","0.36","18100","18100","18100","0.4","0.4","0.4"
"362500","18125","18125","18125","0.4","0.4","0.4","18125","18125","18125","0.32","0.32","0.32","18125","18125","18125","0.36","0.36","0.36","18125","18125","18125","0.32","0.32","0.32","18125","18125","18125","0.36","0.36","0.36","18125","18125","18125","0.32","0.32","0.32","18125","18125","18125","0.4","0.4","0.4","18125","18125","18125","0.36","0.36","0.36","18125","18125","18125","0.36","0.36","0.36","18125","18125","18125","0.32","0.32","0.32"
"363000","18150","18150","18150","0.32","0.32","0.32","18150","18150","18150","0.24","0.24","0.24","18150","18150","18150","0.4","0.4","0.4","18150","18150","18150","0.44","0.44","0.44","18150","18150","18150","0.28","0.28","0.28","18150","18150","18150","0.36","0.36","0.36","18150","18150","18150","0.28","0.28","0.28","18150","18150","18150","0.32","0.32","0.32","18150","18150","18150","0.4","0.4","0.4","18150","18150","18150","0.32","0.32","0.32"
"363500","18175","18175","18175","0.28","0.28","0.28","18175","18175","18175","0.32","0.32","0.32","18175","18175","18175","0.44","0.44","0.44","18175","18175","18175","0.4","0.4","0.4","18175","18175","18175","0.2","0.2","0.2","18175","18175","18175","0.4","0.4","0.4","18175","18175","18175","0.16","0.16","0.16","18175","18175","18175","0.36","0.36","0.36","18175","18175","18175","0.4","0.4","0.4","18175","18175","18175","0.36","0.36","0.36"
"364000","18200","18200","18200","0.36","0.36","0.36","18200","18200","18200","0.32","0.32","0.32","18200","18200","18200","0.44","0.44","0.44","18200","18200","18200","0.32","0.32","0.32","18200","18200","18200","0.24","0.24","0.24","18200","18200","18200","0.36","0.36","0.36","18200","18200","18200","0.2","0.2","0.2","18200","18200","18200","0.32","0.32","0.32","18200","18200","18200","0.44","0.44","0.44","18200","18200","18200","0.48","0.48","0.48"
"364500","18225","18225","18225","0.36","0.36","0.36","18225","18225","18225","0.32","0.32","0.32","18225","18225","18225","0.32","0.32","0.32","18225","18225","18225","0.24","0.24","0.24","18225","18225","18225","0.32","0.32","0.32","18225","18225","18225","0.24","0.24","0.24","18225","18225","18225","0.36","0.36","0.36","18225","18225","18225","0.28","0.28","0.28","18225","18225","18225","0.44","0.44","0.44","18225","18225","18225","0.4","0.4","0.4"
"365000","18250","18250","18250","0.44","0.44","0.44","18250","18250","18250","0.32","0.32","0.32","18250","18250","18250","0.36","0.36","0.36","18250","18250","18250","0.36","0.36","0.36","18250","18250","18250","0.36","0.36","0.36","18250","18250","18250","0.36","0.36","0.36","18250","18250","18250","0.36","0.36","0.36","18250","18250","18250","0.36","0.36","0.36","18250","18250","18250","0.32","0.32","0.32","18250","18250","18250","0.24","0.24","0.24"
"365500","18275","18275","18275","0.32","0.32","0.32","18275","18275","18275","0.28","0.28","0.28","18275","18275","18275","0.4","0.4","0.4","18275","18275","18275","0.48","0.48","0.48","18275","18275","18275","0.36","0.36","0.36","18275","18275","18275","0.32","0.32","0.32","18275","18275","18275","0.24","0.24","0.24","18275","18275","18275","0.4","0.4","0.4","18275","18275","18275","0.28","0.28","0.28","18275","18275","18275","0.32","0.32","0.32"
"366000","18300","18300","18300","0.2","0.2","0.2","18300","18300","18300","0.28","0.28","0.28","18300","18300","18300","0.36","0.36","0.36","18300","18300","18300","0.44","0.44","0.44","18300","18300","18300","0.28","0.28","0.28","18300","18300","18300","0.2","0.2","0.2","18300","18300","18300","0.2","0.2","0.2","18300","18300","18300","0.4","0.4","0.4","18300","18300","18300","0.28","0.28","0.28","18300","18300","18300","0.32","0.32","0.32"
"366500","18325","18325","18325","0.28","0.28","0.28","18325","18325","18325","0.36","0.36","0.36","18325","18325","18325","0.4","0.4","0.4","18325","18325","18325","0.36","0.36","0.36","18325","18325","18325","0.32","0.32","0.32","18325","18325","18325","0.2","0.2","0.2","18325","18325","18325","0.28","0.28","0.28","18325","18325","18325","0.32","0.32","0.32","18325","18325","18325","0.2","0.2","0.2","18325","18325","18325","0.32","0.32","0.32"
