"time_steps","snowy-sweep-2 - _step","snowy-sweep-2 - _step__MIN","snowy-sweep-2 - _step__MAX","snowy-sweep-2 - expert_avg_eval_r_mean","snowy-sweep-2 - expert_avg_eval_r_mean__MIN","snowy-sweep-2 - expert_avg_eval_r_mean__MAX","sweet-sweep-9 - _step","sweet-sweep-9 - _step__MIN","sweet-sweep-9 - _step__MAX","sweet-sweep-9 - expert_avg_eval_r_mean","sweet-sweep-9 - expert_avg_eval_r_mean__MIN","sweet-sweep-9 - expert_avg_eval_r_mean__MAX","pleasant-sweep-8 - _step","pleasant-sweep-8 - _step__MIN","pleasant-sweep-8 - _step__MAX","pleasant-sweep-8 - expert_avg_eval_r_mean","pleasant-sweep-8 - expert_avg_eval_r_mean__MIN","pleasant-sweep-8 - expert_avg_eval_r_mean__MAX","apricot-sweep-7 - _step","apricot-sweep-7 - _step__MIN","apricot-sweep-7 - _step__MAX","apricot-sweep-7 - expert_avg_eval_r_mean","apricot-sweep-7 - expert_avg_eval_r_mean__MIN","apricot-sweep-7 - expert_avg_eval_r_mean__MAX","fanciful-sweep-6 - _step","fanciful-sweep-6 - _step__MIN","fanciful-sweep-6 - _step__MAX","fanciful-sweep-6 - expert_avg_eval_r_mean","fanciful-sweep-6 - expert_avg_eval_r_mean__MIN","fanciful-sweep-6 - expert_avg_eval_r_mean__MAX","polished-sweep-5 - _step","polished-sweep-5 - _step__MIN","polished-sweep-5 - _step__MAX","polished-sweep-5 - expert_avg_eval_r_mean","polished-sweep-5 - expert_avg_eval_r_mean__MIN","polished-sweep-5 - expert_avg_eval_r_mean__MAX","sunny-sweep-4 - _step","sunny-sweep-4 - _step__MIN","sunny-sweep-4 - _step__MAX","sunny-sweep-4 - expert_avg_eval_r_mean","sunny-sweep-4 - expert_avg_eval_r_mean__MIN","sunny-sweep-4 - expert_avg_eval_r_mean__MAX","earthy-sweep-3 - _step","earthy-sweep-3 - _step__MIN","earthy-sweep-3 - _step__MAX","earthy-sweep-3 - expert_avg_eval_r_mean","earthy-sweep-3 - expert_avg_eval_r_mean__MIN","earthy-sweep-3 - expert_avg_eval_r_mean__MAX","pious-sweep-2 - _step","pious-sweep-2 - _step__MIN","pious-sweep-2 - _step__MAX","pious-sweep-2 - expert_avg_eval_r_mean","pious-sweep-2 - expert_avg_eval_r_mean__MIN","pious-sweep-2 - expert_avg_eval_r_mean__MAX","rich-sweep-1 - _step","rich-sweep-1 - _step__MIN","rich-sweep-1 - _step__MAX","rich-sweep-1 - expert_avg_eval_r_mean","rich-sweep-1 - expert_avg_eval_r_mean__MIN","rich-sweep-1 - expert_avg_eval_r_mean__MAX"
"369600","462","462","462","60.64773197166505","60.64773197166505","60.64773197166505","462","462","462","62.03519431780581","62.03519431780581","62.03519431780581","462","462","462","60.59174284848663","60.59174284848663","60.59174284848663","462","462","462","62.09169323946197","62.09169323946197","62.09169323946197","462","462","462","58.625185416944205","58.625185416944205","58.625185416944205","462","462","462","62.16037832603307","62.16037832603307","62.16037832603307","462","462","462","60.498987214098285","60.498987214098285","60.498987214098285","462","462","462","61.748437135004444","61.748437135004444","61.748437135004444","462","462","462","60.282259955997816","60.282259955997816","60.282259955997816","462","462","462","60.778401018927944","60.778401018927944","60.778401018927944"
"371200","464","464","464","61.00439691346579","61.00439691346579","61.00439691346579","464","464","464","61.939449894308765","61.939449894308765","61.939449894308765","464","464","464","60.493540900780424","60.493540900780424","60.493540900780424","464","464","464","61.128501052288755","61.128501052288755","61.128501052288755","464","464","464","59.69451917305159","59.69451917305159","59.69451917305159","464","464","464","62.25233750610064","62.25233750610064","62.25233750610064","464","464","464","60.915281944064226","60.915281944064226","60.915281944064226","464","464","464","61.75501393538503","61.75501393538503","61.75501393538503","464","464","464","59.58139335456233","59.58139335456233","59.58139335456233","464","464","464","60.78725843498457","60.78725843498457","60.78725843498457"
"372800","466","466","466","61.037762586992024","61.037762586992024","61.037762586992024","466","466","466","62.4739257095245","62.4739257095245","62.4739257095245","466","466","466","60.381875789370234","60.381875789370234","60.381875789370234","466","466","466","60.82529190393011","60.82529190393011","60.82529190393011","466","466","466","60.462930916852144","60.462930916852144","60.462930916852144","466","466","466","62.23716346523509","62.23716346523509","62.23716346523509","466","466","466","61.31556877108305","61.31556877108305","61.31556877108305","466","466","466","61.41938898596809","61.41938898596809","61.41938898596809","466","466","466","59.547074783827455","59.547074783827455","59.547074783827455","466","466","466","60.87325137106448","60.87325137106448","60.87325137106448"
"374400","468","468","468","61.045018187572644","61.045018187572644","61.045018187572644","468","468","468","62.51954508158812","62.51954508158812","62.51954508158812","468","468","468","60.691426705591056","60.691426705591056","60.691426705591056","468","468","468","60.475661677763746","60.475661677763746","60.475661677763746","468","468","468","60.428616246266394","60.428616246266394","60.428616246266394","468","468","468","62.22593762962922","62.22593762962922","62.22593762962922","468","468","468","61.37668592469785","61.37668592469785","61.37668592469785","468","468","468","60.792869595766724","60.792869595766724","60.792869595766724","468","468","468","59.57776359607796","59.57776359607796","59.57776359607796","468","468","468","60.5291389849117","60.5291389849117","60.5291389849117"
"376000","470","470","470","61.39747287608963","61.39747287608963","61.39747287608963","470","470","470","61.83750965635194","61.83750965635194","61.83750965635194","470","470","470","60.67083302085179","60.67083302085179","60.67083302085179","470","470","470","59.85202722597147","59.85202722597147","59.85202722597147","470","470","470","60.184446018607716","60.184446018607716","60.184446018607716","470","470","470","62.319462384933686","62.319462384933686","62.319462384933686","470","470","470","61.1046970223477","61.1046970223477","61.1046970223477","470","470","470","60.41685238773999","60.41685238773999","60.41685238773999","470","470","470","59.957077748457586","59.957077748457586","59.957077748457586","470","470","470","60.801027319527094","60.801027319527094","60.801027319527094"
"377600","472","472","472","60.98213181445766","60.98213181445766","60.98213181445766","472","472","472","61.928009455296845","61.928009455296845","61.928009455296845","472","472","472","60.90360248937445","60.90360248937445","60.90360248937445","472","472","472","59.7680973046288","59.7680973046288","59.7680973046288","472","472","472","59.62282132036824","59.62282132036824","59.62282132036824","472","472","472","62.05839605730298","62.05839605730298","62.05839605730298","472","472","472","61.1743916239993","61.1743916239993","61.1743916239993","472","472","472","60.68234749537933","60.68234749537933","60.68234749537933","472","472","472","60.29154826644919","60.29154826644919","60.29154826644919","472","472","472","61.14669880315552","61.14669880315552","61.14669880315552"
"379200","474","474","474","60.974157562916226","60.974157562916226","60.974157562916226","474","474","474","61.953589634806555","61.953589634806555","61.953589634806555","474","474","474","61.15908895244017","61.15908895244017","61.15908895244017","474","474","474","60.093323386734525","60.093323386734525","60.093323386734525","474","474","474","59.52775580638544","59.52775580638544","59.52775580638544","474","474","474","62.4031862366613","62.4031862366613","62.4031862366613","474","474","474","60.845281125192685","60.845281125192685","60.845281125192685","474","474","474","60.731607264901506","60.731607264901506","60.731607264901506","474","474","474","60.20682955849283","60.20682955849283","60.20682955849283","474","474","474","60.75599180039163","60.75599180039163","60.75599180039163"
"380800","476","476","476","61.89265440474674","61.89265440474674","61.89265440474674","476","476","476","62.519776902619526","62.519776902619526","62.519776902619526","476","476","476","60.591306724768465","60.591306724768465","60.591306724768465","476","476","476","60.38259802710562","60.38259802710562","60.38259802710562","476","476","476","59.64747865660026","59.64747865660026","59.64747865660026","476","476","476","62.081275387913486","62.081275387913486","62.081275387913486","476","476","476","61.58449992208537","61.58449992208537","61.58449992208537","476","476","476","60.43308405147175","60.43308405147175","60.43308405147175","476","476","476","60.183208238567005","60.183208238567005","60.183208238567005","476","476","476","61.03559435871495","61.03559435871495","61.03559435871495"
"382400","478","478","478","62.00880540028524","62.00880540028524","62.00880540028524","478","478","478","63.28626891488426","63.28626891488426","63.28626891488426","478","478","478","60.54668231104425","60.54668231104425","60.54668231104425","478","478","478","60.453931842308904","60.453931842308904","60.453931842308904","478","478","478","59.79217740691495","59.79217740691495","59.79217740691495","478","478","478","62.45830859253959","62.45830859253959","62.45830859253959","478","478","478","61.25581961009867","61.25581961009867","61.25581961009867","478","478","478","60.393469658155645","60.393469658155645","60.393469658155645","478","478","478","60.98514835265932","60.98514835265932","60.98514835265932","478","478","478","61.37931432206735","61.37931432206735","61.37931432206735"
"384000","480","480","480","61.981201418205046","61.981201418205046","61.981201418205046","480","480","480","62.63667670993109","62.63667670993109","62.63667670993109","480","480","480","60.158479636313224","60.158479636313224","60.158479636313224","480","480","480","60.547975734290894","60.547975734290894","60.547975734290894","480","480","480","60.1985844724585","60.1985844724585","60.1985844724585","480","480","480","62.11419044180089","62.11419044180089","62.11419044180089","480","480","480","61.85716251488364","61.85716251488364","61.85716251488364","480","480","480","59.791066548043766","59.791066548043766","59.791066548043766","480","480","480","61.386587954617404","61.386587954617404","61.386587954617404","480","480","480","61.74996895489183","61.74996895489183","61.74996895489183"
"385600","482","482","482","62.337047957669945","62.337047957669945","62.337047957669945","482","482","482","62.24067400571883","62.24067400571883","62.24067400571883","482","482","482","60.47552308445479","60.47552308445479","60.47552308445479","482","482","482","60.605409972116334","60.605409972116334","60.605409972116334","482","482","482","60.20069877133987","60.20069877133987","60.20069877133987","482","482","482","61.66677120067506","61.66677120067506","61.66677120067506","482","482","482","61.182682664290795","61.182682664290795","61.182682664290795","482","482","482","59.20087623232414","59.20087623232414","59.20087623232414","482","482","482","61.55747912086839","61.55747912086839","61.55747912086839","482","482","482","61.486009754762144","61.486009754762144","61.486009754762144"
"387200","484","484","484","62.13176651234315","62.13176651234315","62.13176651234315","484","484","484","61.93306893581712","61.93306893581712","61.93306893581712","484","484","484","60.47681135925004","60.47681135925004","60.47681135925004","484","484","484","60.02286731398498","60.02286731398498","60.02286731398498","484","484","484","60.42188033564099","60.42188033564099","60.42188033564099","484","484","484","61.267334679803014","61.267334679803014","61.267334679803014","484","484","484","61.068802449651336","61.068802449651336","61.068802449651336","484","484","484","58.89159475967641","58.89159475967641","58.89159475967641","484","484","484","61.25905211303275","61.25905211303275","61.25905211303275","484","484","484","61.206925453170086","61.206925453170086","61.206925453170086"
"388800","486","486","486","61.49367466705979","61.49367466705979","61.49367466705979","486","486","486","61.37924552399389","61.37924552399389","61.37924552399389","486","486","486","60.53355396832138","60.53355396832138","60.53355396832138","486","486","486","60.840500820630844","60.840500820630844","60.840500820630844","486","486","486","60.113072337893115","60.113072337893115","60.113072337893115","486","486","486","61.86995081322376","61.86995081322376","61.86995081322376","486","486","486","61.06251443348171","61.06251443348171","61.06251443348171","486","486","486","59.269516359046754","59.269516359046754","59.269516359046754","486","486","486","61.61413965360262","61.61413965360262","61.61413965360262","486","486","486","61.54122376107538","61.54122376107538","61.54122376107538"
"390400","488","488","488","61.43325020240168","61.43325020240168","61.43325020240168","488","488","488","61.39419286826332","61.39419286826332","61.39419286826332","488","488","488","60.890636394737996","60.890636394737996","60.890636394737996","488","488","488","60.763616351185334","60.763616351185334","60.763616351185334","488","488","488","59.794002469978516","59.794002469978516","59.794002469978516","488","488","488","61.82601386571666","61.82601386571666","61.82601386571666","488","488","488","61.053929948032966","61.053929948032966","61.053929948032966","488","488","488","59.84702833478872","59.84702833478872","59.84702833478872","488","488","488","61.23868929495502","61.23868929495502","61.23868929495502","488","488","488","60.922753400430636","60.922753400430636","60.922753400430636"
"392000","490","490","490","61.79210967134662","61.79210967134662","61.79210967134662","490","490","490","61.3838498275814","61.3838498275814","61.3838498275814","490","490","490","61.30308844068276","61.30308844068276","61.30308844068276","490","490","490","61.1332432377908","61.1332432377908","61.1332432377908","490","490","490","59.880201750327366","59.880201750327366","59.880201750327366","490","490","490","62.222602797138464","62.222602797138464","62.222602797138464","490","490","490","61.7497238100423","61.7497238100423","61.7497238100423","490","490","490","59.919498002121436","59.919498002121436","59.919498002121436","490","490","490","61.53151608058596","61.53151608058596","61.53151608058596","490","490","490","61.295281630424725","61.295281630424725","61.295281630424725"
"393600","492","492","492","62.44642207583524","62.44642207583524","62.44642207583524","492","492","492","61.732501195802364","61.732501195802364","61.732501195802364","492","492","492","61.03318866390281","61.03318866390281","61.03318866390281","492","492","492","61.446874808681976","61.446874808681976","61.446874808681976","492","492","492","60.27823987633093","60.27823987633093","60.27823987633093","492","492","492","62.29875324657694","62.29875324657694","62.29875324657694","492","492","492","61.744848148513455","61.744848148513455","61.744848148513455","492","492","492","59.98990555960673","59.98990555960673","59.98990555960673","492","492","492","61.08164062766045","61.08164062766045","61.08164062766045","492","492","492","61.327631034665856","61.327631034665856","61.327631034665856"
