"time_steps","silvery-sweep-6 - _step","silvery-sweep-6 - _step__MIN","silvery-sweep-6 - _step__MAX","silvery-sweep-6 - collision_end_mean","silvery-sweep-6 - collision_end_mean__MIN","silvery-sweep-6 - collision_end_mean__MAX","jumping-sweep-5 - _step","jumping-sweep-5 - _step__MIN","jumping-sweep-5 - _step__MAX","jumping-sweep-5 - collision_end_mean","jumping-sweep-5 - collision_end_mean__MIN","jumping-sweep-5 - collision_end_mean__MAX","zany-sweep-4 - _step","zany-sweep-4 - _step__MIN","zany-sweep-4 - _step__MAX","zany-sweep-4 - collision_end_mean","zany-sweep-4 - collision_end_mean__MIN","zany-sweep-4 - collision_end_mean__MAX","visionary-sweep-3 - _step","visionary-sweep-3 - _step__MIN","visionary-sweep-3 - _step__MAX","visionary-sweep-3 - collision_end_mean","visionary-sweep-3 - collision_end_mean__MIN","visionary-sweep-3 - collision_end_mean__MAX","wandering-sweep-2 - _step","wandering-sweep-2 - _step__MIN","wandering-sweep-2 - _step__MAX","wandering-sweep-2 - collision_end_mean","wandering-sweep-2 - collision_end_mean__MIN","wandering-sweep-2 - collision_end_mean__MAX","eager-sweep-5 - _step","eager-sweep-5 - _step__MIN","eager-sweep-5 - _step__MAX","eager-sweep-5 - collision_end_mean","eager-sweep-5 - collision_end_mean__MIN","eager-sweep-5 - collision_end_mean__MAX","wild-sweep-3 - _step","wild-sweep-3 - _step__MIN","wild-sweep-3 - _step__MAX","wild-sweep-3 - collision_end_mean","wild-sweep-3 - collision_end_mean__MIN","wild-sweep-3 - collision_end_mean__MAX","blooming-sweep-4 - _step","blooming-sweep-4 - _step__MIN","blooming-sweep-4 - _step__MAX","blooming-sweep-4 - collision_end_mean","blooming-sweep-4 - collision_end_mean__MIN","blooming-sweep-4 - collision_end_mean__MAX","worldly-sweep-2 - _step","worldly-sweep-2 - _step__MIN","worldly-sweep-2 - _step__MAX","worldly-sweep-2 - collision_end_mean","worldly-sweep-2 - collision_end_mean__MIN","worldly-sweep-2 - collision_end_mean__MAX","eager-sweep-1 - _step","eager-sweep-1 - _step__MIN","eager-sweep-1 - _step__MAX","eager-sweep-1 - collision_end_mean","eager-sweep-1 - collision_end_mean__MIN","eager-sweep-1 - collision_end_mean__MAX"
"348500","17400","17400","17400","0","0","0","17400","17400","17400","0","0","0","17400","17400","17400","0","0","0","17400","17400","17400","0.04","0.04","0.04","17400","17400","17400","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"349000","17425","17425","17425","0","0","0","17425","17425","17425","0","0","0","17425","17425","17425","0","0","0","17425","17425","17425","0.04","0.04","0.04","17425","17425","17425","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"349500","17450","17450","17450","0","0","0","17450","17450","17450","0","0","0","17450","17450","17450","0","0","0","17450","17450","17450","0","0","0","17450","17450","17450","0","0","0","5800","5800","5800","0","0","0","5800","5800","5800","0","0","0","5800","5800","5800","0","0","0","5800","5800","5800","0","0","0","5800","5800","5800","0","0","0"
"350000","17475","17475","17475","0","0","0","17475","17475","17475","0","0","0","17475","17475","17475","0","0","0","17475","17475","17475","0","0","0","17475","17475","17475","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"350500","17500","17500","17500","0","0","0","17500","17500","17500","0","0","0","17500","17500","17500","0","0","0","17500","17500","17500","0","0","0","17500","17500","17500","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"351000","17525","17525","17525","0","0","0","17525","17525","17525","0","0","0","17525","17525","17525","0","0","0","17525","17525","17525","0","0","0","17525","17525","17525","0","0","0","5825","5825","5825","0","0","0","5825","5825","5825","0","0","0","5825","5825","5825","0","0","0","5825","5825","5825","0","0","0","5825","5825","5825","0","0","0"
"351500","17550","17550","17550","0","0","0","17550","17550","17550","0","0","0","17550","17550","17550","0","0","0","17550","17550","17550","0","0","0","17550","17550","17550","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"352000","17575","17575","17575","0","0","0","17575","17575","17575","0","0","0","17575","17575","17575","0","0","0","17575","17575","17575","0","0","0","17575","17575","17575","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"352500","17600","17600","17600","0","0","0","17600","17600","17600","0","0","0","17600","17600","17600","0","0","0","17600","17600","17600","0","0","0","17600","17600","17600","0","0","0","5850","5850","5850","0.04","0.04","0.04","5850","5850","5850","0","0","0","5850","5850","5850","0","0","0","5850","5850","5850","0","0","0","5850","5850","5850","0.04","0.04","0.04"
"353000","17625","17625","17625","0","0","0","17625","17625","17625","0","0","0","17625","17625","17625","0","0","0","17625","17625","17625","0","0","0","17625","17625","17625","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"353500","17650","17650","17650","0","0","0","17650","17650","17650","0","0","0","17650","17650","17650","0","0","0","17650","17650","17650","0","0","0","17650","17650","17650","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"354000","17675","17675","17675","0","0","0","17675","17675","17675","0","0","0","17675","17675","17675","0","0","0","17675","17675","17675","0","0","0","17675","17675","17675","0","0","0","5875","5875","5875","0","0","0","5875","5875","5875","0","0","0","5875","5875","5875","0","0","0","5875","5875","5875","0","0","0","5875","5875","5875","0","0","0"
"354500","17700","17700","17700","0","0","0","17700","17700","17700","0","0","0","17700","17700","17700","0","0","0","17700","17700","17700","0","0","0","17700","17700","17700","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"355000","17725","17725","17725","0","0","0","17725","17725","17725","0","0","0","17725","17725","17725","0","0","0","17725","17725","17725","0","0","0","17725","17725","17725","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"355500","17750","17750","17750","0","0","0","17750","17750","17750","0","0","0","17750","17750","17750","0","0","0","17750","17750","17750","0","0","0","17750","17750","17750","0","0","0","5900","5900","5900","0.04","0.04","0.04","5900","5900","5900","0","0","0","5900","5900","5900","0.04","0.04","0.04","5900","5900","5900","0.04","0.04","0.04","5900","5900","5900","0","0","0"
"356000","17775","17775","17775","0","0","0","17775","17775","17775","0","0","0","17775","17775","17775","0","0","0","17775","17775","17775","0","0","0","17775","17775","17775","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"356500","17800","17800","17800","0","0","0","17800","17800","17800","0","0","0","17800","17800","17800","0","0","0","17800","17800","17800","0","0","0","17800","17800","17800","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"357000","17825","17825","17825","0","0","0","17825","17825","17825","0","0","0","17825","17825","17825","0","0","0","17825","17825","17825","0","0","0","17825","17825","17825","0","0","0","5925","5925","5925","0","0","0","5925","5925","5925","0","0","0","5925","5925","5925","0","0","0","5925","5925","5925","0","0","0","5925","5925","5925","0.04","0.04","0.04"
"357500","17850","17850","17850","0","0","0","17850","17850","17850","0","0","0","17850","17850","17850","0","0","0","17850","17850","17850","0","0","0","17850","17850","17850","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"358000","17875","17875","17875","0","0","0","17875","17875","17875","0","0","0","17875","17875","17875","0","0","0","17875","17875","17875","0","0","0","17875","17875","17875","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"358500","17900","17900","17900","0","0","0","17900","17900","17900","0","0","0","17900","17900","17900","0","0","0","17900","17900","17900","0","0","0","17900","17900","17900","0","0","0","5950","5950","5950","0","0","0","5950","5950","5950","0","0","0","5950","5950","5950","0","0","0","5950","5950","5950","0","0","0","5950","5950","5950","0","0","0"
"359000","17925","17925","17925","0","0","0","17925","17925","17925","0","0","0","17925","17925","17925","0","0","0","17925","17925","17925","0","0","0","17925","17925","17925","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"359500","17950","17950","17950","0","0","0","17950","17950","17950","0","0","0","17950","17950","17950","0","0","0","17950","17950","17950","0","0","0","17950","17950","17950","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"360000","17975","17975","17975","0","0","0","17975","17975","17975","0","0","0","17975","17975","17975","0","0","0","17975","17975","17975","0","0","0","17975","17975","17975","0","0","0","5975","5975","5975","0","0","0","5975","5975","5975","0","0","0","5975","5975","5975","0","0","0","5975","5975","5975","0","0","0","5975","5975","5975","0","0","0"
"360500","18000","18000","18000","0","0","0","18000","18000","18000","0","0","0","18000","18000","18000","0","0","0","18000","18000","18000","0","0","0","18000","18000","18000","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"361000","18025","18025","18025","0","0","0","18025","18025","18025","0","0","0","18025","18025","18025","0","0","0","18025","18025","18025","0","0","0","18025","18025","18025","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"361500","18050","18050","18050","0","0","0","18050","18050","18050","0","0","0","18050","18050","18050","0","0","0","18050","18050","18050","0","0","0","18050","18050","18050","0","0","0","6000","6000","6000","0","0","0","6000","6000","6000","0","0","0","6000","6000","6000","0","0","0","6000","6000","6000","0","0","0","6000","6000","6000","0","0","0"
"362000","18075","18075","18075","0.04","0.04","0.04","18075","18075","18075","0","0","0","18075","18075","18075","0","0","0","18075","18075","18075","0","0","0","18075","18075","18075","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"362500","18100","18100","18100","0.04","0.04","0.04","18100","18100","18100","0","0","0","18100","18100","18100","0","0","0","18100","18100","18100","0","0","0","18100","18100","18100","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"363000","18125","18125","18125","0.04","0.04","0.04","18125","18125","18125","0","0","0","18125","18125","18125","0","0","0","18125","18125","18125","0","0","0","18125","18125","18125","0","0","0","6025","6025","6025","0","0","0","6025","6025","6025","0","0","0","6025","6025","6025","0","0","0","6025","6025","6025","0","0","0","6025","6025","6025","0.04","0.04","0.04"
"363500","18150","18150","18150","0","0","0","18150","18150","18150","0","0","0","18150","18150","18150","0","0","0","18150","18150","18150","0","0","0","18150","18150","18150","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"364000","18175","18175","18175","0","0","0","18175","18175","18175","0","0","0","18175","18175","18175","0","0","0","18175","18175","18175","0","0","0","18175","18175","18175","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"364500","18200","18200","18200","0","0","0","18200","18200","18200","0","0","0","18200","18200","18200","0","0","0","18200","18200","18200","0","0","0","18200","18200","18200","0","0","0","6050","6050","6050","0","0","0","6050","6050","6050","0","0","0","6050","6050","6050","0","0","0","6050","6050","6050","0","0","0","6050","6050","6050","0","0","0"
"365000","18225","18225","18225","0","0","0","18225","18225","18225","0","0","0","18225","18225","18225","0","0","0","18225","18225","18225","0","0","0","18225","18225","18225","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"365500","18250","18250","18250","0","0","0","18250","18250","18250","0","0","0","18250","18250","18250","0","0","0","18250","18250","18250","0","0","0","18250","18250","18250","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"366000","18275","18275","18275","0","0","0","18275","18275","18275","0","0","0","18275","18275","18275","0","0","0","18275","18275","18275","0","0","0","18275","18275","18275","0","0","0","6075","6075","6075","0","0","0","6075","6075","6075","0","0","0","6075","6075","6075","0","0","0","6075","6075","6075","0","0","0","6075","6075","6075","0","0","0"
"366500","18300","18300","18300","0","0","0","18300","18300","18300","0","0","0","18300","18300","18300","0","0","0","18300","18300","18300","0","0","0","18300","18300","18300","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"367000","18325","18325","18325","0","0","0","18325","18325","18325","0","0","0","18325","18325","18325","0","0","0","18325","18325","18325","0","0","0","18325","18325","18325","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"367500","18350","18350","18350","0","0","0","18350","18350","18350","0","0","0","18350","18350","18350","0","0","0","18350","18350","18350","0","0","0","18350","18350","18350","0","0","0","6100","6100","6100","0.04","0.04","0.04","6100","6100","6100","0","0","0","6100","6100","6100","0","0","0","6100","6100","6100","0.04","0.04","0.04","6100","6100","6100","0","0","0"
"368000","18375","18375","18375","0","0","0","18375","18375","18375","0","0","0","18375","18375","18375","0","0","0","18375","18375","18375","0","0","0","18375","18375","18375","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"368500","18400","18400","18400","0","0","0","18400","18400","18400","0","0","0","18400","18400","18400","0","0","0","18400","18400","18400","0","0","0","18400","18400","18400","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"369000","18425","18425","18425","0","0","0","18425","18425","18425","0","0","0","18425","18425","18425","0","0","0","18425","18425","18425","0","0","0","18425","18425","18425","0","0","0","6125","6125","6125","0","0","0","6125","6125","6125","0","0","0","6125","6125","6125","0","0","0","6125","6125","6125","0","0","0","6125","6125","6125","0","0","0"
"369500","18450","18450","18450","0","0","0","18450","18450","18450","0","0","0","18450","18450","18450","0","0","0","18450","18450","18450","0","0","0","18450","18450","18450","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"370000","18475","18475","18475","0","0","0","18475","18475","18475","0","0","0","18475","18475","18475","0","0","0","18475","18475","18475","0","0","0","18475","18475","18475","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"370500","18500","18500","18500","0","0","0","18500","18500","18500","0","0","0","18500","18500","18500","0","0","0","18500","18500","18500","0","0","0","18500","18500","18500","0","0","0","6150","6150","6150","0","0","0","6150","6150","6150","0","0","0","6150","6150","6150","0","0","0","6150","6150","6150","0","0","0","6150","6150","6150","0","0","0"
"371000","18525","18525","18525","0","0","0","18525","18525","18525","0","0","0","18525","18525","18525","0","0","0","18525","18525","18525","0","0","0","18525","18525","18525","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
